GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,Ethnic group in Scotland [S] : Total\ Ethnic group (Scotland) - Unit : Persons,Ethnic group in Scotland [S] : White - Unit : Persons,Ethnic group in Scotland [S] : White\ Scottish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other British - Unit : Persons,Ethnic group in Scotland [S] : White\ Irish - Unit : Persons,Ethnic group in Scotland [S] : White\ Gypsy/Traveller - Unit : Persons,Ethnic group in Scotland [S] : White\ Polish - Unit : Persons,Ethnic group in Scotland [S] : White\ Other White - Unit : Persons,Ethnic group in Scotland [S] : Mixed or multiple ethnic groups\ Any mixed or multiple ethnic groups - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Pakistani; Pakistani Scottish or Pakistani British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Indian; Indian Scottish or Indian British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Bangladeshi; Bangladeshi Scottish or Bangladeshi British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Chinese; Chinese Scottish or Chinese British - Unit : Persons,Ethnic group in Scotland [S] : Asian; Asian Scottish or Asian British\ Other Asian - Unit : Persons,Ethnic group in Scotland [S] : African - Unit : Persons,Ethnic group in Scotland [S] : African\ African; African Scottish or African British - Unit : Persons,Ethnic group in Scotland [S] : African\ Other African - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Caribbean; Caribbean Scottish or Caribbean British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Black; Black Scottish or Black British - Unit : Persons,Ethnic group in Scotland [S] : Caribbean or Black\ Other Caribbean or Black - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Arab; Arab Scottish or Arab British - Unit : Persons,Ethnic group in Scotland [S] : Other ethnic group\ Other ethnic group - Unit : Persons
S01010189,Robroyston and Millerston - 04,Lower Super Output Areas and Data Zones,LSOADZ,976,869,810,30,18,0,0,11,5,81,13,21,0,37,10,8,8,0,2,2,0,0,11,5,6
S01010190,Robroyston and Millerston - 05,Lower Super Output Areas and Data Zones,LSOADZ,740,536,489,24,10,5,1,7,0,174,30,59,0,73,12,5,5,0,5,2,3,0,20,18,2
S01010191,Robroyston and Millerston - 06,Lower Super Output Areas and Data Zones,LSOADZ,736,672,631,18,13,0,0,10,2,44,14,6,0,20,4,0,0,0,4,4,0,0,14,14,0
S01010192,Robroyston and Millerston - 07,Lower Super Output Areas and Data Zones,LSOADZ,869,668,629,15,21,0,0,3,3,180,20,21,4,116,19,12,12,0,0,0,0,0,6,6,0
S01010193,Robroyston and Millerston - 08,Lower Super Output Areas and Data Zones,LSOADZ,808,733,668,25,28,0,12,0,4,58,9,23,0,19,7,6,6,0,1,1,0,0,6,4,2
S01010194,Balornock - 01,Lower Super Output Areas and Data Zones,LSOADZ,628,628,596,11,15,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01010195,Balornock - 02,Lower Super Output Areas and Data Zones,LSOADZ,531,511,497,4,4,0,4,2,5,9,5,1,0,0,3,5,5,0,1,1,0,0,0,0,0
S01010196,Balornock - 03,Lower Super Output Areas and Data Zones,LSOADZ,739,725,707,9,4,0,0,5,2,9,0,6,0,2,1,2,2,0,0,0,0,0,1,0,1
S01010197,Balornock - 04,Lower Super Output Areas and Data Zones,LSOADZ,660,652,630,10,11,0,0,1,0,6,0,0,0,0,6,1,1,0,0,0,0,0,1,0,1
S01010198,Balornock - 05,Lower Super Output Areas and Data Zones,LSOADZ,1027,1000,957,7,16,0,1,19,0,17,5,3,0,5,4,4,4,0,0,0,0,0,6,1,5
S01010199,Barmulloch - 01,Lower Super Output Areas and Data Zones,LSOADZ,521,487,474,5,8,0,0,0,1,7,0,0,0,6,1,25,25,0,1,1,0,0,0,0,0
S01010200,Barmulloch - 02,Lower Super Output Areas and Data Zones,LSOADZ,690,685,664,12,9,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
S01010201,Barmulloch - 03,Lower Super Output Areas and Data Zones,LSOADZ,643,642,607,8,21,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S01010202,Barmulloch - 04,Lower Super Output Areas and Data Zones,LSOADZ,783,640,604,12,4,0,8,12,4,74,5,15,1,53,0,51,51,0,9,0,9,0,5,5,0
S01010203,Petershill - 01,Lower Super Output Areas and Data Zones,LSOADZ,671,613,581,10,11,0,8,3,0,54,11,13,5,16,9,4,4,0,0,0,0,0,0,0,0
S01010204,Petershill - 02,Lower Super Output Areas and Data Zones,LSOADZ,800,759,720,14,11,0,4,10,3,13,3,1,0,4,5,23,22,1,1,0,1,0,1,1,0
S01010205,Petershill - 03,Lower Super Output Areas and Data Zones,LSOADZ,658,609,575,14,10,0,6,4,0,15,3,1,1,5,5,34,34,0,0,0,0,0,0,0,0
S01010206,Petershill - 04,Lower Super Output Areas and Data Zones,LSOADZ,497,86,59,2,3,0,5,17,1,250,40,18,0,134,58,139,139,0,1,0,0,1,20,14,6
S01010207,Petershill - 05,Lower Super Output Areas and Data Zones,LSOADZ,778,300,266,8,1,0,1,24,8,165,70,8,3,30,54,239,239,0,17,2,15,0,49,30,19
S01010208,Petershill - 06,Lower Super Output Areas and Data Zones,LSOADZ,903,810,758,23,8,0,4,17,2,66,16,13,0,28,9,24,24,0,1,0,0,1,0,0,0
S01010209,Springburn - 01,Lower Super Output Areas and Data Zones,LSOADZ,966,877,825,26,17,0,2,7,5,49,14,8,0,13,14,16,16,0,12,0,12,0,7,0,7
S01010210,Springburn - 02,Lower Super Output Areas and Data Zones,LSOADZ,885,865,818,21,15,0,0,11,1,10,5,1,1,1,2,6,6,0,3,3,0,0,0,0,0
S01010211,Springburn - 03,Lower Super Output Areas and Data Zones,LSOADZ,858,821,796,8,10,0,0,7,0,30,9,3,3,5,10,7,7,0,0,0,0,0,0,0,0
S01010212,Springburn - 04,Lower Super Output Areas and Data Zones,LSOADZ,1083,944,895,26,11,0,8,4,6,43,3,2,3,26,9,83,83,0,0,0,0,0,7,6,1
S01010213,Springburn - 05,Lower Super Output Areas and Data Zones,LSOADZ,924,909,864,8,12,1,5,19,2,3,0,1,0,2,0,2,2,0,0,0,0,0,8,8,0
S01010214,Springburn East and Cowlairs - 01,Lower Super Output Areas and Data Zones,LSOADZ,967,857,816,13,10,0,1,17,6,91,27,9,0,38,17,2,2,0,0,0,0,0,11,5,6
S01010215,Springburn East and Cowlairs - 02,Lower Super Output Areas and Data Zones,LSOADZ,850,773,740,16,6,0,7,4,3,23,7,3,3,8,2,45,45,0,2,0,2,0,4,0,4
S01010216,Springburn East and Cowlairs - 03,Lower Super Output Areas and Data Zones,LSOADZ,621,534,506,9,3,0,5,11,1,54,13,5,1,28,7,32,32,0,0,0,0,0,0,0,0
S01010217,Springburn East and Cowlairs - 04,Lower Super Output Areas and Data Zones,LSOADZ,817,662,623,16,5,0,8,10,4,42,5,5,0,19,13,91,91,0,14,5,9,0,4,1,3
S01010218,Springburn East and Cowlairs - 05,Lower Super Output Areas and Data Zones,LSOADZ,1018,855,794,32,8,1,9,11,3,79,13,29,2,25,10,67,67,0,3,3,0,0,11,8,3
S01010219,Cowlairs and Port Dundas - 01,Lower Super Output Areas and Data Zones,LSOADZ,503,220,197,1,4,1,4,13,5,92,0,17,5,50,20,170,169,1,6,1,2,3,10,5,5
S01010220,Cowlairs and Port Dundas - 02,Lower Super Output Areas and Data Zones,LSOADZ,476,361,267,49,16,0,7,22,5,85,8,13,1,56,7,16,15,1,5,0,5,0,4,3,1
S01010221,Cowlairs and Port Dundas - 03,Lower Super Output Areas and Data Zones,LSOADZ,546,507,490,6,1,0,0,10,0,18,0,3,0,15,0,16,16,0,4,1,3,0,1,1,0
S01010222,Cowlairs and Port Dundas - 04,Lower Super Output Areas and Data Zones,LSOADZ,492,452,418,10,12,0,6,6,2,21,1,0,1,18,1,15,15,0,1,0,1,0,1,0,1
S01010223,Cowlairs and Port Dundas - 05,Lower Super Output Areas and Data Zones,LSOADZ,556,505,472,9,8,0,6,10,1,30,9,0,0,9,12,11,11,0,7,0,7,0,2,1,1
S01010224,Cowlairs and Port Dundas - 06,Lower Super Output Areas and Data Zones,LSOADZ,1036,883,829,23,7,0,8,16,1,47,12,3,0,29,3,93,93,0,2,0,1,1,10,10,0
S01010225,Sighthill - 01,Lower Super Output Areas and Data Zones,LSOADZ,812,614,580,14,3,0,4,13,3,90,14,5,8,51,12,99,99,0,1,0,1,0,5,5,0
S01010226,Sighthill - 02,Lower Super Output Areas and Data Zones,LSOADZ,816,307,251,11,8,0,14,23,3,169,19,9,3,82,56,293,289,4,0,0,0,0,44,22,22
S01010227,Sighthill - 03,Lower Super Output Areas and Data Zones,LSOADZ,692,274,220,16,1,1,18,18,5,166,24,14,8,88,32,208,207,1,17,3,5,9,22,14,8
S01010228,"Roystonhill; Blochairn; and Provanmill - 01",Lower Super Output Areas and Data Zones,LSOADZ,695,673,642,8,14,0,5,4,0,9,3,0,1,1,4,8,8,0,0,0,0,0,5,4,1
S01010229,"Roystonhill; Blochairn; and Provanmill - 02",Lower Super Output Areas and Data Zones,LSOADZ,1016,947,856,14,52,0,15,10,3,40,5,4,8,19,4,23,23,0,0,0,0,0,3,3,0
S01010230,"Roystonhill; Blochairn; and Provanmill - 03",Lower Super Output Areas and Data Zones,LSOADZ,1005,571,474,12,19,0,42,24,2,136,7,17,31,37,44,266,266,0,10,0,10,0,20,16,4
S01010231,"Roystonhill; Blochairn; and Provanmill - 04",Lower Super Output Areas and Data Zones,LSOADZ,1013,797,729,13,25,0,19,11,2,56,11,19,4,17,5,115,115,0,9,7,2,0,34,30,4
S01010232,"Roystonhill; Blochairn; and Provanmill - 05",Lower Super Output Areas and Data Zones,LSOADZ,1074,803,701,22,18,0,29,33,2,78,12,18,16,19,13,177,177,0,8,4,3,1,6,5,1
S01010233,"Roystonhill; Blochairn; and Provanmill - 06",Lower Super Output Areas and Data Zones,LSOADZ,970,672,581,17,22,0,14,38,2,113,13,11,6,62,21,163,162,1,9,6,2,1,11,4,7
S01010234,Dennistoun North - 01,Lower Super Output Areas and Data Zones,LSOADZ,940,814,699,33,18,2,19,43,6,90,10,36,4,24,16,18,18,0,0,0,0,0,12,7,5
S01010235,Dennistoun North - 02,Lower Super Output Areas and Data Zones,LSOADZ,884,738,623,53,20,1,16,25,5,116,13,42,2,53,6,16,16,0,5,5,0,0,4,4,0
S01010236,Dennistoun North - 03,Lower Super Output Areas and Data Zones,LSOADZ,736,637,503,53,32,2,18,29,6,73,39,9,0,9,16,11,11,0,1,1,0,0,8,7,1
S01010237,Dennistoun North - 04,Lower Super Output Areas and Data Zones,LSOADZ,644,593,482,54,23,1,6,27,3,38,19,9,0,3,7,6,6,0,0,0,0,0,4,0,4
S01010238,Dennistoun North - 05,Lower Super Output Areas and Data Zones,LSOADZ,826,752,640,38,22,0,11,41,2,27,7,11,0,3,6,27,27,0,2,2,0,0,16,16,0
S01010239,Alexandra Parade - 01,Lower Super Output Areas and Data Zones,LSOADZ,790,709,637,18,17,3,26,8,4,19,6,6,2,2,3,25,25,0,2,2,0,0,31,31,0
S01010240,Alexandra Parade - 02,Lower Super Output Areas and Data Zones,LSOADZ,691,651,568,41,10,0,7,25,3,25,9,0,0,6,10,7,7,0,0,0,0,0,5,5,0
S01010241,Alexandra Parade - 03,Lower Super Output Areas and Data Zones,LSOADZ,1019,954,848,47,13,0,11,35,3,23,3,6,2,5,7,26,26,0,3,0,3,0,10,10,0
S01010242,Carntyne West and Haghill - 01,Lower Super Output Areas and Data Zones,LSOADZ,793,753,621,41,19,1,38,33,0,30,11,5,1,4,9,4,4,0,4,4,0,0,2,0,2
S01010243,Carntyne West and Haghill - 02,Lower Super Output Areas and Data Zones,LSOADZ,1019,905,751,42,4,1,55,52,8,60,19,9,1,28,3,40,40,0,0,0,0,0,6,5,1
S01010244,Carntyne West and Haghill - 03,Lower Super Output Areas and Data Zones,LSOADZ,735,636,591,14,9,0,9,13,0,42,8,6,0,24,4,43,42,1,6,1,1,4,8,1,7
S01010245,Carntyne West and Haghill - 04,Lower Super Output Areas and Data Zones,LSOADZ,952,928,856,19,20,2,28,3,1,10,2,0,0,7,1,9,9,0,3,0,2,1,1,1,0
S01010246,Carntyne West and Haghill - 05,Lower Super Output Areas and Data Zones,LSOADZ,841,778,706,23,1,0,38,10,3,21,1,5,1,8,6,28,28,0,4,0,4,0,7,7,0
S01010247,Carntyne West and Haghill - 06,Lower Super Output Areas and Data Zones,LSOADZ,728,681,657,9,10,0,0,5,1,46,4,15,1,22,4,0,0,0,0,0,0,0,0,0,0
S01010248,Dennistoun - 01,Lower Super Output Areas and Data Zones,LSOADZ,834,758,625,58,36,0,5,34,10,47,16,13,1,11,6,13,13,0,4,3,1,0,2,0,2
S01010249,Dennistoun - 02,Lower Super Output Areas and Data Zones,LSOADZ,668,627,523,47,17,0,18,22,1,26,1,4,2,15,4,9,9,0,5,0,4,1,0,0,0
S01010250,Dennistoun - 03,Lower Super Output Areas and Data Zones,LSOADZ,771,672,519,73,33,1,14,32,5,72,14,13,0,31,14,11,11,0,9,0,9,0,2,1,1
S01010251,Dennistoun - 04,Lower Super Output Areas and Data Zones,LSOADZ,665,542,423,44,18,0,33,24,5,55,8,25,3,17,2,49,49,0,5,2,3,0,9,8,1
S01010252,Dennistoun - 05,Lower Super Output Areas and Data Zones,LSOADZ,626,559,471,30,15,0,23,20,3,53,23,11,0,18,1,11,11,0,0,0,0,0,0,0,0
S01010253,Dennistoun - 06,Lower Super Output Areas and Data Zones,LSOADZ,631,585,548,19,3,2,10,3,2,21,0,0,0,19,2,13,13,0,0,0,0,0,10,10,0
S01010254,Gallowgate North and Bellgrove - 01,Lower Super Output Areas and Data Zones,LSOADZ,1054,998,893,37,19,0,17,32,0,20,5,0,2,13,0,31,31,0,2,0,1,1,3,3,0
S01010255,Gallowgate North and Bellgrove - 02,Lower Super Output Areas and Data Zones,LSOADZ,718,606,532,19,3,1,29,22,1,27,11,4,4,4,4,79,79,0,3,1,0,2,2,1,1
S01010256,Gallowgate North and Bellgrove - 03,Lower Super Output Areas and Data Zones,LSOADZ,859,848,804,17,4,1,11,11,3,7,2,0,0,3,2,1,0,1,0,0,0,0,0,0,0
S01010257,Gallowgate North and Bellgrove - 04,Lower Super Output Areas and Data Zones,LSOADZ,810,624,490,50,15,0,14,55,4,168,3,43,0,84,38,8,8,0,1,1,0,0,5,3,2
S01010258,Gallowgate North and Bellgrove - 05,Lower Super Output Areas and Data Zones,LSOADZ,1485,1012,572,140,68,0,12,220,19,364,12,123,3,172,54,38,38,0,7,3,3,1,45,33,12
S01010259,City Centre East - 01,Lower Super Output Areas and Data Zones,LSOADZ,1269,980,728,69,23,2,34,124,3,201,10,12,3,159,17,42,41,1,9,2,7,0,34,29,5
S01010260,City Centre East - 02,Lower Super Output Areas and Data Zones,LSOADZ,1873,1363,979,124,44,0,5,211,22,389,10,51,2,268,58,56,56,0,4,1,3,0,39,33,6
S01010261,City Centre East - 03,Lower Super Output Areas and Data Zones,LSOADZ,2551,1923,1365,252,108,1,8,189,21,394,27,83,3,206,75,123,123,0,8,5,1,2,82,72,10
S01010262,City Centre East - 04,Lower Super Output Areas and Data Zones,LSOADZ,845,750,690,18,22,0,5,15,2,67,10,4,4,29,20,4,4,0,0,0,0,0,22,19,3
S01010263,City Centre East - 05,Lower Super Output Areas and Data Zones,LSOADZ,740,570,396,74,21,0,8,71,8,133,8,56,3,45,21,21,21,0,2,1,1,0,6,0,6
S01010264,City Centre East - 06,Lower Super Output Areas and Data Zones,LSOADZ,823,697,535,71,23,0,5,63,12,82,5,17,0,32,28,17,16,1,9,3,5,1,6,2,4
S01010265,City Centre East - 07,Lower Super Output Areas and Data Zones,LSOADZ,1038,873,552,154,14,0,6,147,15,109,7,20,0,48,34,5,5,0,5,4,0,1,31,25,6
S01010266,City Centre West - 01,Lower Super Output Areas and Data Zones,LSOADZ,555,403,280,52,18,3,3,47,13,113,75,8,0,28,2,6,6,0,1,1,0,0,19,19,0
S01010267,City Centre West - 02,Lower Super Output Areas and Data Zones,LSOADZ,610,440,289,70,27,0,7,47,7,144,18,45,0,59,22,3,3,0,2,1,0,1,14,14,0
S01010268,City Centre West - 03,Lower Super Output Areas and Data Zones,LSOADZ,831,602,397,103,19,0,16,67,14,183,49,33,2,88,11,18,18,0,0,0,0,0,14,14,0
S01010269,City Centre West - 04,Lower Super Output Areas and Data Zones,LSOADZ,534,353,258,39,13,0,6,37,3,156,18,22,2,99,15,5,5,0,0,0,0,0,17,17,0
S01010270,City Centre West - 05,Lower Super Output Areas and Data Zones,LSOADZ,1153,965,843,56,31,0,13,22,3,125,16,20,0,72,17,21,21,0,0,0,0,0,39,37,2
S01010271,City Centre West - 06,Lower Super Output Areas and Data Zones,LSOADZ,770,553,401,70,20,1,10,51,10,171,62,12,2,83,12,18,18,0,3,3,0,0,15,12,3
S01010272,City Centre South - 01,Lower Super Output Areas and Data Zones,LSOADZ,1013,757,626,43,17,0,18,53,12,155,23,51,2,56,23,66,64,2,8,5,3,0,15,14,1
S01010273,City Centre South - 02,Lower Super Output Areas and Data Zones,LSOADZ,659,502,341,67,11,1,1,81,4,136,8,56,2,46,24,10,9,1,0,0,0,0,7,2,5
S01010274,City Centre South - 03,Lower Super Output Areas and Data Zones,LSOADZ,560,491,348,53,22,1,8,59,0,45,1,16,0,21,7,11,10,1,2,1,1,0,11,10,1
S01010275,City Centre South - 04,Lower Super Output Areas and Data Zones,LSOADZ,600,480,332,73,11,1,11,52,5,77,6,20,0,39,12,5,5,0,6,6,0,0,27,23,4
S01010276,Anderston - 01,Lower Super Output Areas and Data Zones,LSOADZ,993,729,558,75,31,0,7,58,11,197,31,106,0,43,17,22,18,4,12,5,6,1,22,20,2
S01010277,Anderston - 02,Lower Super Output Areas and Data Zones,LSOADZ,610,522,471,21,17,0,2,11,2,61,32,14,0,7,8,8,8,0,1,1,0,0,16,15,1
S01010278,Anderston - 03,Lower Super Output Areas and Data Zones,LSOADZ,650,459,396,15,11,0,10,27,3,139,60,28,0,30,21,34,29,5,11,3,7,1,4,4,0
S01010279,Anderston - 04,Lower Super Output Areas and Data Zones,LSOADZ,605,437,342,39,8,0,21,27,12,131,41,51,1,22,16,12,12,0,7,7,0,0,6,4,2
S01010280,Anderston - 05,Lower Super Output Areas and Data Zones,LSOADZ,783,657,516,78,22,2,10,29,8,85,15,39,1,26,4,21,18,3,10,8,2,0,2,1,1
S01010281,Anderston - 06,Lower Super Output Areas and Data Zones,LSOADZ,779,566,425,47,13,1,20,60,5,153,26,89,3,28,7,7,7,0,5,5,0,0,43,42,1
S01010282,Finnieston and Kelvinhaugh - 01,Lower Super Output Areas and Data Zones,LSOADZ,976,815,634,86,30,0,7,58,11,127,21,44,3,49,10,6,6,0,8,1,7,0,9,4,5
S01010283,Finnieston and Kelvinhaugh - 02,Lower Super Output Areas and Data Zones,LSOADZ,539,411,327,45,15,0,5,19,5,114,27,47,1,37,2,6,6,0,0,0,0,0,3,2,1
S01010284,Finnieston and Kelvinhaugh - 03,Lower Super Output Areas and Data Zones,LSOADZ,1411,945,624,136,42,0,9,134,14,393,25,59,9,267,33,26,26,0,6,2,3,1,27,24,3
S01010285,Finnieston and Kelvinhaugh - 04,Lower Super Output Areas and Data Zones,LSOADZ,838,672,463,106,37,0,11,55,10,126,57,29,1,20,19,11,11,0,0,0,0,0,19,16,3
S01010286,Finnieston and Kelvinhaugh - 05,Lower Super Output Areas and Data Zones,LSOADZ,1525,902,500,158,53,1,18,172,26,532,50,80,3,354,45,42,42,0,7,5,1,1,16,11,5
S01010287,Finnieston and Kelvinhaugh - 06,Lower Super Output Areas and Data Zones,LSOADZ,880,745,476,152,56,2,9,50,7,109,13,28,1,59,8,10,10,0,2,0,2,0,7,4,3
S01010288,Finnieston and Kelvinhaugh - 07,Lower Super Output Areas and Data Zones,LSOADZ,816,687,454,128,25,2,16,62,8,106,20,30,2,45,9,2,2,0,4,2,1,1,9,5,4
S01010289,Woodlands - 01,Lower Super Output Areas and Data Zones,LSOADZ,771,708,493,102,17,0,3,93,15,37,7,4,0,13,13,5,5,0,2,1,1,0,4,4,0
S01010290,Woodlands - 02,Lower Super Output Areas and Data Zones,LSOADZ,546,419,293,72,10,0,4,40,8,83,52,7,4,4,16,3,2,1,0,0,0,0,33,30,3
S01010291,Woodlands - 03,Lower Super Output Areas and Data Zones,LSOADZ,1075,805,533,137,43,0,5,87,13,203,86,36,3,57,21,8,8,0,8,3,5,0,38,36,2
S01010292,Woodlands - 04,Lower Super Output Areas and Data Zones,LSOADZ,890,673,429,161,25,0,4,54,17,146,75,25,0,41,5,33,33,0,13,8,3,2,8,4,4
S01010293,Woodlands - 05,Lower Super Output Areas and Data Zones,LSOADZ,839,589,365,124,29,1,7,63,3,200,122,32,2,34,10,14,14,0,6,6,0,0,27,21,6
S01010294,Woodlands - 06,Lower Super Output Areas and Data Zones,LSOADZ,690,502,271,170,18,0,2,41,8,168,122,18,2,22,4,5,5,0,0,0,0,0,7,2,5
S01010295,Woodlands - 07,Lower Super Output Areas and Data Zones,LSOADZ,974,668,415,141,30,0,13,69,12,262,138,53,2,48,21,10,10,0,0,0,0,0,22,18,4
S01010296,Woodlands - 08,Lower Super Output Areas and Data Zones,LSOADZ,664,398,274,80,17,1,2,24,12,214,151,24,0,20,19,10,10,0,3,3,0,0,27,23,4
S01010297,Woodside - 01,Lower Super Output Areas and Data Zones,LSOADZ,1066,846,729,53,20,0,12,32,8,154,44,28,3,64,15,23,23,0,12,0,11,1,23,19,4
S01010298,Woodside - 02,Lower Super Output Areas and Data Zones,LSOADZ,880,749,600,74,26,0,10,39,10,100,30,13,2,38,17,14,14,0,2,2,0,0,5,4,1
S01010299,Woodside - 03,Lower Super Output Areas and Data Zones,LSOADZ,536,357,328,16,8,0,3,2,2,162,98,9,0,51,4,10,10,0,0,0,0,0,5,1,4
S01010300,Woodside - 04,Lower Super Output Areas and Data Zones,LSOADZ,934,683,562,56,12,6,9,38,12,192,69,30,0,68,25,9,9,0,7,0,5,2,31,31,0
S01010301,Firhill - 01,Lower Super Output Areas and Data Zones,LSOADZ,522,358,250,29,14,0,17,48,1,124,29,15,6,67,7,19,15,4,1,0,1,0,19,8,11
S01010302,Firhill - 02,Lower Super Output Areas and Data Zones,LSOADZ,669,481,445,10,3,0,4,19,2,125,37,11,3,58,16,49,49,0,1,0,1,0,11,11,0
S01010303,Firhill - 03,Lower Super Output Areas and Data Zones,LSOADZ,579,292,232,10,11,0,26,13,8,217,56,32,8,101,20,46,38,8,0,0,0,0,16,15,1
S01010304,Firhill - 04,Lower Super Output Areas and Data Zones,LSOADZ,542,429,365,20,17,0,8,19,5,80,34,12,2,22,10,27,27,0,0,0,0,0,1,0,1
S01010305,Firhill - 05,Lower Super Output Areas and Data Zones,LSOADZ,807,724,595,54,21,0,9,45,9,60,20,6,0,24,10,6,6,0,1,0,1,0,7,6,1
S01010306,Firhill - 06,Lower Super Output Areas and Data Zones,LSOADZ,752,651,467,78,31,0,7,68,7,75,18,15,1,33,8,13,13,0,0,0,0,0,6,6,0
S01010307,Firhill - 07,Lower Super Output Areas and Data Zones,LSOADZ,821,760,566,96,29,0,8,61,5,45,16,9,0,16,4,9,9,0,0,0,0,0,2,0,2
S01010308,Firhill - 08,Lower Super Output Areas and Data Zones,LSOADZ,975,824,585,139,31,0,8,61,9,130,14,23,2,61,30,9,9,0,0,0,0,0,3,0,3
S01010309,Keppochhill - 01,Lower Super Output Areas and Data Zones,LSOADZ,419,385,363,8,4,0,8,2,1,25,11,4,0,10,0,8,8,0,0,0,0,0,0,0,0
S01010310,Keppochhill - 02,Lower Super Output Areas and Data Zones,LSOADZ,706,553,479,19,7,0,39,9,0,94,2,10,0,70,12,58,58,0,0,0,0,0,1,0,1
S01010311,Keppochhill - 03,Lower Super Output Areas and Data Zones,LSOADZ,721,663,614,24,4,0,16,5,2,22,6,1,0,14,1,22,22,0,10,0,10,0,2,2,0
S01010312,Keppochhill - 04,Lower Super Output Areas and Data Zones,LSOADZ,868,795,760,7,8,0,12,8,5,24,4,0,0,18,2,37,37,0,1,0,0,1,6,2,4
S01010313,Keppochhill - 05,Lower Super Output Areas and Data Zones,LSOADZ,654,635,566,23,7,0,27,12,0,9,1,1,0,6,1,9,9,0,0,0,0,0,1,0,1
S01010314,Keppochhill - 06,Lower Super Output Areas and Data Zones,LSOADZ,1248,1018,871,37,11,0,16,83,18,124,45,13,0,30,36,65,65,0,4,3,0,1,19,7,12
S01010315,Ruchill - 01,Lower Super Output Areas and Data Zones,LSOADZ,911,787,717,25,8,1,11,25,2,73,19,17,0,31,6,32,32,0,3,3,0,0,14,11,3
S01010316,Ruchill - 02,Lower Super Output Areas and Data Zones,LSOADZ,512,438,392,25,7,0,7,7,6,34,15,2,0,9,8,28,28,0,3,0,3,0,3,3,0
S01010317,Ruchill - 03,Lower Super Output Areas and Data Zones,LSOADZ,725,680,455,114,49,0,8,54,6,27,1,5,0,15,6,2,2,0,8,8,0,0,2,2,0
S01010318,Ruchill - 04,Lower Super Output Areas and Data Zones,LSOADZ,1588,1429,943,231,50,1,25,179,21,92,14,9,2,53,14,28,26,2,5,1,1,3,13,8,5
S01010319,Ruchill - 05,Lower Super Output Areas and Data Zones,LSOADZ,711,614,503,42,23,0,15,31,9,67,17,9,0,33,8,19,19,0,0,0,0,0,2,0,2
S01010320,Ruchill - 06,Lower Super Output Areas and Data Zones,LSOADZ,675,563,434,60,21,0,15,33,4,70,18,14,1,30,7,30,30,0,3,1,2,0,5,2,3
S01010321,Ruchill - 07,Lower Super Output Areas and Data Zones,LSOADZ,837,790,652,62,23,0,10,43,6,26,0,5,0,19,2,13,13,0,0,0,0,0,2,0,2
S01010322,Ruchill - 08,Lower Super Output Areas and Data Zones,LSOADZ,1028,942,703,125,37,0,5,72,20,49,8,10,0,22,9,10,10,0,4,2,2,0,3,0,3
S01010323,Possil Park - 01,Lower Super Output Areas and Data Zones,LSOADZ,603,560,513,15,3,0,23,6,2,21,0,2,0,18,1,19,19,0,1,0,1,0,0,0,0
S01010324,Possil Park - 02,Lower Super Output Areas and Data Zones,LSOADZ,759,742,713,7,15,0,4,3,3,14,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
S01010325,Possil Park - 03,Lower Super Output Areas and Data Zones,LSOADZ,939,935,917,7,5,0,1,5,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
S01010326,Possil Park - 04,Lower Super Output Areas and Data Zones,LSOADZ,987,930,879,17,10,4,16,4,1,24,12,0,0,12,0,23,23,0,0,0,0,0,9,6,3
S01010327,Possil Park - 05,Lower Super Output Areas and Data Zones,LSOADZ,982,882,816,26,19,0,6,15,6,69,26,13,1,22,7,15,15,0,1,1,0,0,9,8,1
S01010328,Possil Park - 06,Lower Super Output Areas and Data Zones,LSOADZ,969,874,826,18,20,0,3,7,1,79,22,11,0,36,10,9,9,0,0,0,0,0,6,5,1
S01010329,Possil Park - 07,Lower Super Output Areas and Data Zones,LSOADZ,573,542,503,19,14,0,3,3,0,22,12,1,0,9,0,6,6,0,0,0,0,0,3,0,3
S01010330,Milton West - 01,Lower Super Output Areas and Data Zones,LSOADZ,663,635,612,10,7,0,4,2,1,9,1,0,0,5,3,7,7,0,1,1,0,0,10,1,9
